phase,dayno,mood_relaxed,mood_down,mood_irritat,mood_satisfi,mood_lonely,mood_anxious,mood_enthus,mood_suspic,mood_cheerf,mood_guilty,mood_doubt,mood_strong,pat_restl,pat_agitate,pat_worry,pat_concent,se_selflike,se_ashamed,se_selfdoub
3,309,5,0,3,5,0,0,4,1,5,0,1,5,2,2,1,5,5,1,1
3,309,3,0,5,4,0,0,3,1,3,0,2,3,3,5,1,4,5,1,2
3,309,5,0,3,4,0,0,3,1,4,0,1,3,2,4,1,4,5,1,2
3,309,4,0,3,4,0,0,3,1,4,0,1,4,2,3,1,4,4,1,1
3,310,4,0,2,4,0,0,3,2,4,0,3,5,1,2,1,5,5,1,2
3,310,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,310,4,0,3,5,0,0,4,1,4,0,2,4,2,2,1,4,5,1,2
3,310,5,0,2,5,0,0,4,1,4,0,2,4,1,2,1,4,4,1,2
3,310,5,0,2,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
3,310,5,0,1,5,0,0,6,1,1,0,1,5,1,1,1,5,5,1,1
3,311,6,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,311,4,0,2,5,0,0,4,1,4,0,1,4,2,2,1,5,5,1,1
3,311,4,0,2,4,0,0,3,1,4,0,2,3,1,3,1,4,5,1,2
3,311,3,0,5,3,0,0,3,1,3,0,1,4,3,4,1,4,4,1,3
3,311,3,0,4,4,0,0,3,1,4,0,1,4,3,4,1,5,5,1,3
3,311,4,0,3,4,0,0,3,1,4,0,2,4,2,2,1,4,5,1,2
3,311,4,0,1,4,0,0,4,1,4,0,2,4,1,2,1,4,5,1,2
3,312,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,2
3,312,5,0,1,5,0,0,6,1,5,0,1,5,1,1,1,5,5,1,1
3,312,5,0,2,5,0,0,4,1,4,0,3,4,2,2,1,4,5,1,2
3,312,4,0,2,4,0,0,4,1,4,0,3,3,1,2,1,3,5,1,2
3,312,4,0,2,4,0,0,4,1,4,0,2,4,2,2,1,5,5,1,2
3,312,5,0,2,5,0,0,4,1,5,0,1,5,2,2,1,5,5,1,1
3,313,4,0,4,5,0,0,4,1,5,0,1,5,2,3,1,5,5,1,1
3,313,4,0,4,4,0,0,3,1,4,0,1,4,2,4,1,5,5,1,2
3,313,3,0,5,3,0,0,4,1,3,0,2,4,4,4,1,5,5,1,3
3,313,4,0,2,3,0,0,3,1,3,0,4,3,3,4,1,4,4,2,4
3,313,4,1,2,3,0,0,3,1,4,2,4,3,2,3,1,4,4,2,3
3,314,5,1,1,5,0,0,5,1,5,0,1,4,1,1,2,5,5,1,2
3,314,5,1,1,5,0,0,4,1,5,0,4,3,2,1,2,5,5,1,3
3,314,5,0,2,5,0,0,5,1,5,0,4,5,2,2,2,5,5,1,3
3,314,4,1,2,3,0,0,3,1,3,1,4,3,3,4,2,4,4,2,3
3,314,3,1,3,2,0,0,3,1,3,1,4,3,4,4,2,3,4,2,4
3,314,3,1,4,3,0,0,3,1,3,1,3,3,4,4,1,3,4,1,4
3,314,2,2,5,2,0,0,3,2,3,2,5,3,5,5,2,3,3,2,4
3,315,3,3,2,2,1,0,2,3,2,1,3,2,2,3,5,3,3,4,5
3,315,4,2,2,3,1,0,3,2,3,1,3,3,2,2,4,3,4,3,4
3,315,4,1,3,3,0,0,3,2,4,0,3,3,2,3,2,4,4,2,3
3,315,3,1,5,2,0,0,2,3,3,0,3,2,4,4,2,4,3,3,3
3,315,2,1,5,2,0,0,2,3,3,1,3,2,4,5,2,3,4,2,4
3,315,3,1,3,3,0,0,3,2,3,1,3,3,4,3,3,4,4,2,3
3,315,4,0,1,4,0,0,3,1,3,0,2,4,2,2,2,4,4,1,2
3,315,4,0,2,3,0,0,3,1,3,0,3,3,3,3,2,4,4,1,3
3,315,4,0,2,4,0,0,4,1,4,0,3,3,3,2,1,4,4,1,2
3,316,5,1,1,4,0,0,3,2,4,0,2,4,2,2,2,4,4,2,3
3,316,5,1,1,4,0,0,5,1,5,0,1,4,1,1,2,4,5,1,1
3,316,5,1,1,4,0,0,4,1,4,0,2,3,2,1,1,4,5,2,3
3,316,5,0,2,5,0,0,4,1,4,0,3,4,2,2,2,4,5,1,3
3,316,5,0,1,4,0,0,3,1,5,0,1,5,2,1,1,5,5,1,1
3,316,5,0,2,5,0,0,5,1,4,0,1,4,2,2,1,4,5,1,2
3,317,4,0,3,3,1,0,3,2,3,0,3,3,3,2,1,4,4,2,3
3,317,4,0,1,5,0,0,4,1,5,0,1,4,2,1,1,5,5,1,2
3,317,4,1,2,4,0,0,4,2,4,0,2,4,2,2,2,4,5,1,2
3,317,4,1,2,3,0,0,3,2,4,1,2,4,2,2,1,4,5,1,2
3,317,3,1,5,2,0,0,2,2,3,1,3,3,4,5,1,4,3,2,5
3,317,4,1,3,4,0,0,3,1,3,1,2,3,4,3,1,4,4,1,2
3,317,4,0,4,2,0,0,2,2,3,0,2,3,4,4,1,4,4,1,3
3,317,3,1,5,2,0,0,3,1,3,0,3,2,5,5,1,3,4,1,2
3,318,4,1,2,3,0,0,3,1,4,0,2,4,2,2,1,4,4,1,3
3,318,4,1,2,4,0,0,3,1,3,0,3,3,2,3,1,4,4,1,2
3,318,2,0,7,2,0,0,3,2,2,0,2,3,5,5,1,4,4,1,3
3,318,4,0,1,4,0,0,3,2,4,0,2,4,3,3,1,4,5,1,3
3,318,4,0,3,4,0,0,4,2,4,0,2,4,3,3,1,4,5,1,3
3,318,4,0,2,5,0,0,4,1,4,0,1,3,2,2,1,4,4,1,2
3,318,4,0,3,4,0,0,4,1,4,0,2,4,3,3,1,4,5,1,2
3,319,4,0,2,5,0,0,4,1,5,0,2,4,2,1,1,5,5,1,1
3,319,4,-1,1,4,-1,-1,4,1,4,-1,2,3,2,2,1,4,5,1,3
3,319,2,0,6,2,0,0,3,2,4,0,2,3,4,4,1,4,5,1,3
3,319,3,0,5,3,0,0,3,1,3,0,1,3,4,3,1,3,4,1,3
3,319,4,0,1,4,0,0,4,1,3,0,2,4,2,2,1,4,5,1,2
3,320,4,0,2,4,0,0,3,1,4,0,1,4,2,2,1,4,5,1,2
3,320,4,-1,1,5,0,0,5,1,4,0,2,4,2,2,1,4,5,1,1
3,320,4,0,4,4,0,0,3,1,4,0,2,4,3,3,1,4,5,1,2
3,320,3,0,4,5,0,0,4,1,5,0,2,5,3,3,1,4,5,1,2
3,320,4,0,1,4,0,0,4,1,4,0,1,5,1,2,1,5,5,1,1
3,320,4,-1,1,5,-1,-1,5,1,5,0,1,5,1,1,1,5,5,1,1
3,321,5,-1,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,321,5,0,1,5,0,0,4,1,5,0,1,4,1,1,1,5,5,1,1
3,321,4,0,3,5,0,0,4,1,4,0,2,3,3,3,1,4,5,1,3
3,321,5,0,2,5,0,0,4,1,5,0,1,4,2,2,1,4,5,1,3
3,321,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,322,5,-1,1,6,0,0,4,1,5,0,1,5,1,1,1,4,5,1,1
3,322,4,0,2,5,0,0,4,1,4,0,1,4,2,2,1,4,5,1,2
3,322,4,0,1,4,0,0,4,1,5,0,2,3,2,2,1,4,5,1,2
3,322,5,-1,1,6,-1,-1,5,1,5,-1,1,5,1,1,1,5,5,1,1
3,322,4,0,3,5,0,0,4,1,4,0,1,4,2,3,1,5,5,1,2
3,323,5,0,2,4,0,0,4,1,4,0,4,3,1,2,1,3,5,5,2
3,323,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,323,4,0,2,5,0,0,5,1,5,0,2,5,3,3,1,5,5,1,2
3,323,5,-1,1,5,-1,-1,6,1,5,-1,1,5,1,1,1,5,5,1,1
3,323,5,0,2,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
3,323,5,0,2,5,0,0,4,1,5,0,2,5,2,1,1,5,5,1,1
4,324,4,0,4,4,0,0,4,1,4,0,1,4,2,3,1,5,5,1,2
4,324,5,-1,2,5,0,0,5,1,5,0,2,5,2,2,1,5,5,1,2
4,324,4,0,4,3,0,0,3,1,4,0,3,3,3,3,1,4,5,1,3
4,324,5,0,2,4,0,0,4,1,4,0,2,4,3,2,1,4,5,1,2
4,324,4,0,2,4,0,0,3,1,3,0,3,3,2,2,1,4,5,1,3
4,324,5,0,1,5,0,0,5,1,5,0,1,5,2,1,1,5,5,1,2
4,325,3,0,4,3,0,0,3,1,3,0,2,3,4,4,1,4,5,1,3
4,325,4,0,2,3,0,0,3,1,4,0,3,3,2,2,1,3,4,1,3
4,325,4,0,3,4,0,0,3,1,4,0,2,3,3,3,1,4,5,1,3
4,325,4,0,2,4,0,0,3,1,3,0,3,3,3,3,1,4,5,1,2
4,325,3,1,4,3,0,0,3,1,3,0,3,3,3,4,1,3,4,1,4
4,325,4,0,1,3,0,0,3,1,3,0,4,3,2,2,1,4,4,1,3
4,326,3,1,3,3,0,0,3,3,3,0,2,3,2,3,3,4,5,3,3
4,326,3,0,3,3,0,0,3,1,3,1,3,3,3,4,2,4,5,2,4
4,326,4,1,2,3,0,0,3,1,3,0,3,3,3,3,2,4,4,1,3
4,326,2,0,5,4,0,0,3,1,3,0,3,3,5,5,1,4,4,1,3
4,326,4,1,3,4,0,0,3,1,3,1,3,3,3,3,2,4,4,2,3
4,326,3,0,4,4,0,0,3,1,4,0,2,4,3,3,1,4,4,1,3
4,327,4,0,2,5,0,0,4,1,4,0,3,4,2,2,1,4,5,1,3
4,327,4,0,2,4,0,0,4,1,4,0,3,4,3,2,1,3,5,1,3
4,327,4,0,3,3,0,0,3,1,4,0,4,3,3,3,1,4,4,1,2
4,327,5,0,3,4,0,0,3,1,3,0,4,3,4,3,1,3,4,1,4
4,327,4,1,2,3,1,0,3,2,3,1,4,2,3,3,3,2,3,3,4
4,327,5,0,1,5,0,0,5,1,5,0,1,4,2,2,1,5,5,1,1
4,327,5,-1,1,5,0,0,4,1,4,0,2,4,1,2,1,5,5,1,1
4,328,5,0,1,5,0,0,5,1,5,0,1,4,1,1,1,5,5,1,1
4,328,5,-1,2,5,0,0,5,1,4,0,2,5,2,2,1,5,5,1,2
4,328,4,0,3,5,0,0,4,1,4,0,2,4,3,3,1,4,4,1,3
4,328,4,0,3,3,0,0,4,1,4,0,3,3,4,3,1,4,4,1,3
4,328,5,0,1,5,0,0,5,1,5,0,1,4,1,1,1,4,5,1,1
4,328,4,0,2,4,0,0,4,1,4,0,1,3,2,2,1,4,5,1,2
4,328,3,0,3,3,0,0,4,1,4,0,1,4,4,2,1,4,5,1,2
4,329,5,0,1,5,0,0,4,1,5,0,1,4,2,1,1,5,5,1,1
4,329,5,0,1,5,0,0,5,1,5,0,1,5,2,2,1,5,5,1,1
4,329,4,0,2,4,0,0,4,1,5,0,1,4,2,2,1,5,5,1,1
4,329,4,0,3,4,0,0,3,1,4,0,2,4,3,3,1,3,5,1,3
4,329,5,0,2,5,0,0,4,1,5,0,2,4,2,2,1,5,5,1,2
4,329,5,0,1,5,0,0,5,1,5,1,1,4,1,1,1,5,5,1,1
4,330,3,1,2,3,0,0,3,1,3,0,2,3,2,2,2,3,4,2,2
4,330,4,1,3,4,0,0,3,1,4,0,2,3,3,3,2,4,5,1,3
4,330,4,0,2,5,0,0,4,1,4,0,2,4,2,2,1,4,5,1,3
4,330,5,-1,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
4,330,5,0,2,5,0,0,4,1,5,0,2,5,2,1,1,5,5,1,2
4,330,5,0,2,5,0,0,4,1,4,0,2,4,1,2,1,5,5,1,1
4,331,4,0,2,5,0,0,4,1,4,0,1,5,1,2,1,5,5,1,2
4,331,5,0,2,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
4,331,5,-1,2,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
4,331,4,-1,2,6,-1,-1,6,1,5,-1,1,6,3,1,1,5,5,1,1
4,331,4,-1,2,6,-1,-1,5,2,5,-1,1,5,3,2,1,5,5,1,1
4,331,4,-1,2,6,-1,-1,5,2,5,-1,1,5,3,2,1,5,5,1,1
4,331,4,-1,4,5,-1,-1,5,1,5,-1,1,5,3,4,1,5,5,1,1
4,332,5,0,1,5,0,0,4,1,5,0,1,5,2,1,1,5,5,1,1
4,332,4,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
4,332,3,0,3,3,0,0,4,1,3,0,2,3,3,3,1,4,5,1,3
4,332,4,0,4,5,0,0,4,1,5,0,1,5,3,4,1,4,5,1,3
4,332,3,0,5,4,0,0,4,1,4,0,1,4,4,4,1,4,5,1,3
4,333,4,0,2,5,0,0,4,1,4,0,1,4,2,2,1,3,4,1,1
4,333,4,0,3,5,0,0,5,1,4,0,2,3,3,3,1,4,5,1,3
4,333,3,-1,5,4,-1,-1,3,1,3,-1,2,4,4,5,1,4,5,1,3
4,333,4,-1,2,4,-1,-1,5,1,5,-1,3,4,4,2,1,5,5,1,1
4,334,3,0,5,3,0,0,3,2,4,0,1,4,4,4,1,4,5,1,3
4,334,4,-1,4,4,-1,-1,3,1,4,-1,1,4,2,4,1,5,5,1,3
4,334,3,-1,5,4,-1,-1,3,2,3,-1,2,3,3,5,1,4,5,1,3
4,334,4,1,3,3,1,0,3,2,3,0,2,3,2,3,1,4,4,2,2
4,335,4,-1,4,4,-1,-1,3,1,4,-1,1,4,4,3,1,5,5,1,3
4,335,4,-1,4,4,-1,-1,3,2,4,-1,1,4,2,4,1,5,5,1,2
4,335,4,0,2,4,0,0,4,1,4,0,2,4,3,3,1,4,5,1,2
4,335,3,-1,4,4,-1,-1,4,2,4,-1,1,4,2,3,1,5,5,1,2
4,335,4,0,2,4,0,0,4,1,4,0,2,4,3,2,1,4,5,1,3
4,335,4,0,2,5,0,0,4,1,4,0,2,4,2,2,1,4,5,1,2
4,336,5,0,2,5,0,0,4,1,4,0,2,4,1,1,1,5,5,1,1
4,336,4,0,3,3,0,0,3,1,4,0,2,4,3,3,1,4,5,1,2
4,336,4,0,2,4,0,0,4,1,4,0,2,3,2,1,1,4,5,1,3
4,337,4,0,2,5,0,0,4,1,4,0,2,4,2,2,1,5,5,1,2
4,337,4,0,1,4,0,0,4,1,4,0,2,4,2,2,1,5,5,1,2
4,337,4,0,2,5,0,0,4,1,4,0,2,4,2,2,1,4,5,1,3
4,337,4,0,2,3,0,0,3,1,4,0,2,3,1,1,1,4,4,1,2
4,337,4,1,2,3,1,0,3,1,3,0,4,3,2,2,3,3,4,2,3
4,338,5,1,1,3,0,0,3,1,3,0,3,3,3,2,2,4,5,1,3
4,338,3,1,3,3,0,0,3,2,3,0,2,3,3,3,3,4,4,3,3
4,338,4,1,4,3,0,0,4,1,3,0,3,3,4,3,2,4,5,2,2
4,338,2,1,5,2,0,0,3,2,2,0,3,2,4,5,2,3,3,2,4
4,339,5,1,2,5,0,0,4,1,5,0,3,4,2,2,1,5,5,1,2
4,339,4,0,2,5,0,0,4,1,5,0,2,4,1,2,1,5,5,1,1
4,339,4,0,2,5,0,0,4,1,4,0,2,4,2,2,1,4,5,1,2
4,339,4,0,2,5,0,0,4,1,4,0,2,4,2,2,1,5,5,1,2
4,339,1,0,7,2,0,0,2,1,2,1,1,2,5,6,1,3,3,2,4
4,339,5,-1,1,5,0,0,5,1,5,0,1,4,2,1,2,5,5,1,2
4,339,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
4,339,4,1,3,4,0,0,3,1,4,0,2,3,2,2,2,4,5,1,2
4,340,5,0,1,6,0,0,5,1,5,0,1,4,1,1,1,5,5,1,1
4,340,5,0,3,4,0,0,4,2,5,0,3,5,2,2,1,5,5,1,2
4,340,4,0,3,4,0,0,3,2,4,0,2,3,2,2,1,4,5,1,3
4,340,4,1,2,3,0,0,3,2,4,0,2,3,2,2,1,4,4,1,3
4,340,4,0,1,4,0,0,4,1,4,0,1,4,2,2,1,5,5,1,1
4,341,4,0,2,5,0,0,4,1,4,0,3,4,2,2,1,5,5,1,2
4,341,4,0,3,4,0,0,4,1,4,0,2,4,2,2,1,4,4,2,3
4,341,4,0,2,5,0,0,4,1,3,0,3,3,3,2,1,4,5,1,2
4,341,5,0,2,5,0,0,4,1,5,0,3,4,2,1,1,3,5,1,2
4,341,3,0,4,3,0,0,3,1,3,0,4,3,3,3,1,4,4,1,3
4,341,4,1,4,3,0,0,3,1,3,0,2,3,4,4,1,3,5,1,3
4,341,4,0,1,4,0,0,4,1,5,0,2,4,1,2,2,4,5,1,2
4,341,4,0,4,3,0,0,3,1,3,0,4,3,3,3,1,4,4,2,3
4,342,4,2,2,3,0,0,3,2,4,0,3,3,3,3,3,4,4,3,3
4,342,3,1,4,3,1,0,3,2,3,0,2,3,4,4,3,3,4,2,2
4,342,5,1,3,4,0,0,3,2,4,0,4,3,3,2,2,4,5,2,2
4,342,3,1,3,3,1,0,3,2,3,1,4,3,3,3,3,3,4,2,3
4,342,4,1,3,3,1,0,3,2,3,1,4,3,3,3,2,4,3,2,4
4,342,4,1,2,4,0,0,3,2,3,1,3,3,3,3,3,4,4,2,3
4,343,4,3,2,2,1,0,2,2,3,1,4,3,2,3,5,4,3,3,5
4,343,5,1,2,4,0,0,3,1,4,0,3,4,2,2,2,5,5,1,2
4,343,4,1,2,4,0,0,4,2,3,1,5,4,3,3,3,4,5,2,3
4,343,4,0,4,4,0,0,3,1,4,0,2,4,2,2,1,4,5,1,1
4,343,4,0,2,5,0,0,4,1,5,0,2,5,2,1,1,5,5,1,2
4,343,4,0,3,4,0,0,3,1,3,0,2,3,2,3,2,4,5,1,2
4,343,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
4,343,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
4,344,4,0,1,4,0,0,3,1,4,0,1,4,2,1,1,4,5,1,2
4,344,5,0,2,5,0,0,4,1,5,0,1,5,1,2,1,5,5,1,1
4,344,5,0,1,6,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
4,344,5,0,1,5,0,0,5,1,5,0,2,4,1,1,1,4,5,1,2
4,344,5,0,1,4,0,0,4,1,5,0,1,4,1,1,1,5,5,1,1
4,345,4,0,2,5,0,0,4,1,5,0,2,5,2,2,1,5,5,1,1
4,345,5,-1,2,5,-1,-1,5,1,5,-1,2,5,1,1,1,5,5,1,1
4,345,4,0,3,5,0,0,4,2,5,0,1,4,2,2,1,5,5,1,2
4,345,4,0,3,4,0,0,4,2,4,0,1,4,3,3,1,4,5,1,2
4,345,4,-1,3,5,0,0,4,1,5,0,1,5,2,3,1,5,5,1,1
4,345,5,0,2,5,0,0,4,1,5,0,2,5,3,3,1,5,5,1,2
4,345,3,0,4,4,0,0,4,1,4,0,1,3,4,4,1,4,5,1,2
4,346,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
4,346,4,-1,5,5,0,-1,5,1,5,-1,1,5,3,4,1,5,5,1,1
4,346,3,1,5,3,0,0,3,3,3,0,2,3,6,5,3,4,5,2,4
4,346,4,-1,2,5,-1,-1,5,1,5,-1,1,5,2,2,1,5,5,1,1
4,346,5,0,2,5,0,0,4,1,5,0,1,4,2,2,1,5,5,1,2
4,346,3,0,3,4,0,0,3,1,4,0,1,3,3,3,1,4,5,1,2
4,347,4,0,3,5,0,0,4,1,5,0,1,4,3,3,1,5,5,1,2
4,347,2,-1,5,2,1,0,3,2,3,0,1,3,4,6,2,3,5,1,4
4,347,4,0,1,5,0,0,4,1,4,0,2,4,2,2,1,4,5,1,2
4,347,4,-1,2,5,-1,-1,5,1,5,-1,1,4,3,3,1,5,5,1,2
4,348,5,-1,1,5,-1,-1,5,1,5,-1,1,3,2,1,1,4,5,1,2
4,348,5,-1,3,5,-1,-1,5,1,5,-1,1,3,2,2,1,5,5,1,2
4,348,4,-1,2,6,-1,-1,5,1,5,-1,1,5,3,2,1,5,5,1,2
4,348,4,-1,2,6,-1,-1,5,1,5,-1,1,4,3,2,1,5,5,1,1
4,348,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
4,349,5,0,2,5,0,0,4,1,5,0,2,5,2,2,1,5,5,1,1
4,349,4,0,1,5,0,0,4,1,5,0,3,3,2,1,1,3,5,1,2
4,349,5,0,2,5,0,0,4,1,5,0,2,5,2,1,1,5,5,1,1
4,349,4,-1,3,5,-1,-1,5,1,5,-1,2,5,3,2,1,5,5,1,1
4,349,4,-1,3,5,-1,-1,5,1,5,-1,2,5,3,3,1,5,5,1,1
4,351,5,-1,1,6,-1,-1,5,1,5,-1,1,6,1,1,1,5,5,1,1
4,351,5,-1,2,5,-1,-1,5,1,5,-1,1,5,2,2,1,5,5,1,1
4,352,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
4,352,5,-3,1,5,-3,-3,4,1,5,-3,1,5,1,1,1,5,5,1,1
4,352,4,0,2,4,0,0,4,1,4,0,1,4,1,2,1,5,5,1,2
4,352,4,0,3,5,0,0,4,1,5,0,1,4,1,1,1,5,5,1,1
4,352,4,0,2,5,0,0,4,1,5,0,1,4,2,2,1,5,5,1,1
4,352,4,0,2,5,0,0,4,1,4,0,1,4,2,2,1,5,5,1,1
4,353,4,0,2,4,0,0,4,1,4,0,2,4,2,2,1,5,5,1,2
4,353,4,0,2,5,0,0,4,1,4,0,2,5,2,2,1,5,5,1,1
4,353,4,0,3,5,0,0,4,1,4,0,1,4,2,2,1,5,5,1,2
4,353,4,0,2,4,0,0,4,1,4,0,2,3,2,1,1,3,5,1,2
4,353,3,0,4,4,0,0,4,1,4,0,2,5,3,3,1,5,5,1,2
4,353,5,0,2,5,0,0,4,1,5,0,1,4,2,1,1,5,5,1,2
4,354,5,1,2,5,0,0,4,1,4,0,2,4,2,2,1,4,5,1,2
4,354,4,1,3,3,0,0,3,2,4,0,3,3,3,3,1,4,5,2,2
4,354,3,0,4,3,0,0,3,2,4,0,2,4,3,3,1,4,5,1,2
4,354,4,1,4,3,0,0,3,2,4,0,3,4,2,4,2,4,3,2,2
4,355,4,1,2,4,0,0,3,1,3,0,2,3,2,2,1,4,4,1,2
4,355,3,1,4,3,0,0,3,1,3,0,3,4,3,3,1,4,4,2,2
4,355,4,0,4,4,0,0,4,2,4,0,2,4,3,2,1,4,5,1,2
4,355,4,0,2,5,0,0,5,1,5,0,2,5,2,2,1,5,5,1,1
4,355,4,0,2,5,0,0,4,1,4,0,4,3,3,1,1,4,5,1,2
4,355,5,0,3,5,0,0,5,1,5,0,2,5,1,2,1,5,5,1,1
4,355,5,0,1,6,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
4,356,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
4,356,4,1,2,4,0,0,4,2,4,0,2,3,2,2,2,4,5,1,2
4,356,4,-1,1,5,-1,-1,6,1,5,-1,1,5,1,1,1,4,5,1,1
4,356,4,-1,2,5,0,0,5,1,4,0,1,5,3,2,1,5,5,1,2
4,356,4,0,2,5,0,0,4,2,5,0,2,4,3,2,1,4,5,1,2
4,357,4,0,1,4,0,0,4,2,4,0,2,4,2,2,2,5,5,1,3
4,357,4,0,2,5,0,0,4,1,5,0,2,4,2,2,1,5,5,1,2
4,357,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
4,357,4,0,2,4,0,0,4,1,5,0,1,5,2,2,1,4,5,1,1
4,358,4,3,1,3,2,0,3,3,3,1,4,3,2,2,4,4,3,3,4
4,358,4,3,1,2,2,0,2,3,2,1,4,2,2,2,5,3,3,3,4
4,358,3,3,2,3,3,0,2,3,1,1,4,3,2,2,6,4,4,4,5
4,358,3,1,5,3,0,0,3,2,4,0,2,4,3,4,1,4,4,1,3
4,358,4,1,3,4,1,0,4,2,4,0,3,4,2,3,2,4,4,1,3
4,359,5,0,2,4,0,0,4,2,5,0,1,5,2,2,2,5,5,1,3
4,359,4,0,2,3,0,0,3,1,4,0,2,4,2,3,1,4,4,1,2
4,359,5,0,1,5,0,0,4,2,5,0,1,5,2,1,1,5,5,1,1
4,359,5,0,2,5,0,0,4,1,4,0,3,4,3,2,1,5,5,1,2
4,359,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
4,359,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5,5,1,1
4,360,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5,5,1,1
4,360,5,1,2,5,1,0,3,2,4,0,2,4,1,2,3,4,4,2,3
4,360,5,0,1,5,0,0,5,1,5,0,1,5,1,1,2,5,5,1,2
4,360,3,0,6,4,0,0,3,2,4,0,2,4,4,4,1,5,5,1,2
4,360,3,0,5,4,0,0,3,2,4,0,1,4,3,3,1,5,5,1,3
4,360,5,0,1,5,0,0,4,1,4,0,1,4,2,2,2,5,5,1,1
4,361,4,1,2,4,0,0,3,2,3,0,1,3,2,3,3,3,4,3,3
